date,state,cases_new,cases_recovered,cases_active,daily_full,FIXED,FIXED2,New_Infections,E= NewCt+1 / delta,dE = NewInf-NewC,S,S/N,S/N * I,beta=New_inf * N/IS,gamma=Rt+1/I_t,v_t = V/S,,,,,,,,,,,,date,line_state_number,line_Cases_new,Line_cases_new_Asymptomatic,line_cases_new_symptomatic,line_state,,
14/03/2021,Pahang,5,13,97,0,,,8.2,85,3.2,1682120,0.99846857,96.8514513,0.084665742,0.06185567,0,,,,,,,,,,,,14/03/2021,6,5,4,1,Pahang,,
15/03/2021,Pahang,17,6,108,0,,,9.8,10,-7.2,1682103,0.998458479,107.8335158,0.090880835,0.009259259,0,,,,,,,,,,,,15/03/2021,6,17,16,1,Pahang,,
16/03/2021,Pahang,2,1,109,0,,,7,15,5,1682101,0.998457292,108.8318448,0.06431941,0.128440367,0,,,,,,,,,,,,16/03/2021,6,2,2,0,Pahang,,
17/03/2021,Pahang,3,14,98,0,,,8.8,70,5.8,1682098,0.998455511,97.84864011,0.089934822,0.06122449,0,,,,,,,,,,,,17/03/2021,6,3,0,3,Pahang,,
18/03/2021,Pahang,14,6,106,120,,,16.6,65,2.6,1682084,0.998447201,105.8354033,0.156847326,0.122641509,7.13401E-05,,,,,,,,,,,,18/03/2021,6,14,14,0,Pahang,,
19/03/2021,Pahang,13,13,106,669,,,21.4,15,8.4,1682071,0.998439485,105.8345854,0.202202332,0.141509434,0.000397724,,,,,,,,,,,,19/03/2021,6,13,8,5,Pahang,,
20/03/2021,Pahang,3,15,94,1771,,,27.4,55,24.4,1682068,0.998437704,93.85314418,0.291945467,0.138297872,0.001052871,,,,,,,,,,,,20/03/2021,6,3,1,2,Pahang,,
21/03/2021,Pahang,11,13,91,97,,,28.8,210,17.8,1682057,0.998431175,90.8572369,0.316980804,0.021978022,5.76675E-05,,,,,,,,,,,,21/03/2021,6,11,7,4,Pahang,,
22/03/2021,Pahang,42,2,131,1033,,,27.8,190,-14.2,1682015,0.998406244,130.791218,0.212552497,0.022900763,0.000614144,,,,,,,,,,,,22/03/2021,6,42,34,8,Pahang,,
23/03/2021,Pahang,38,3,166,2121,,,25.4,215,-12.6,1681977,0.998383688,165.7316923,0.153259764,0.006024096,0.001261016,,,,,,,,,,,,23/03/2021,6,38,28,10,Pahang,,
24/03/2021,Pahang,43,1,208,1371,,,24.2,50,-18.8,1681934,0.998358165,207.6584982,0.116537489,0.038461538,0.000815133,,,,,,,,,,,,24/03/2021,6,43,22,21,Pahang,,
25/03/2021,Pahang,10,8,210,1481,,,16.6,30,6.6,1681924,0.998352229,209.6539681,0.079178086,0.019047619,0.000880539,,,,,,,,,,,,25/03/2021,6,10,6,4,Pahang,,
26/03/2021,Pahang,6,4,212,936,,,17.8,150,11.8,1681918,0.998348667,211.6499175,0.084101143,0.014150943,0.000556508,,,,,,,,,,,,26/03/2021,6,6,2,4,Pahang,,
27/03/2021,Pahang,30,3,239,3084,,,23.8,160,-6.2,1681888,0.99833086,238.6010756,0.099748083,0.020920502,0.001833654,,,,,,,,,,,,27/03/2021,6,30,19,11,Pahang,,
28/03/2021,Pahang,32,5,266,797,,,20.6,25,-11.4,1681856,0.998311866,265.5509563,0.077574565,0.093984962,0.000473881,,,,,,,,,,,,28/03/2021,6,32,25,7,Pahang,,
29/03/2021,Pahang,5,25,246,1138,,,25.6,80,20.6,1681851,0.998308898,245.5839888,0.104241323,0.008130081,0.000676635,,,,,,,,,,,,29/03/2021,6,5,4,1,Pahang,,
30/03/2021,Pahang,16,2,260,1119,,,31.6,180,15.6,1681835,0.9982994,259.5578441,0.121745502,0.038461538,0.000665345,,,,,,,,,,,,30/03/2021,6,16,10,6,Pahang,,
31/03/2021,Pahang,36,10,286,927,,,30.6,70,-5.4,1681799,0.998278032,285.5075171,0.107177563,0.017482517,0.000551195,,,,,,,,,,,,31/03/2021,6,36,16,20,Pahang,,
01/04/2021,Pahang,14,5,295,1960,,,30.8,285,16.8,1681785,0.998269722,294.4895679,0.104587746,0.074576271,0.001165428,,,,,,,,,,,,01/04/2021,6,14,8,6,Pahang,,
02/04/2021,Pahang,57,22,330,2149,,,30.2,175,-26.8,1681728,0.998235888,329.4178429,0.09167688,0.006060606,0.001277852,,,,,,,,,,,,02/04/2021,6,57,36,21,Pahang,,
03/04/2021,Pahang,35,2,363,2863,,,23.4,55,-11.6,1681693,0.998215112,362.3520858,0.064578075,0.074380165,0.001702451,,,,,,,,,,,,03/04/2021,6,35,14,21,Pahang,,
04/04/2021,Pahang,11,27,347,204,,,18.8,185,7.8,1681682,0.998208583,346.3783783,0.054275905,0.187319885,0.000121307,,,,,,,,,,,,04/04/2021,6,11,5,6,Pahang,,
05/04/2021,Pahang,37,65,319,670,,,20.4,55,-16.6,1681645,0.998186621,318.421532,0.064066019,0.009404389,0.000398419,,,,,,,,,,,,05/04/2021,6,37,28,9,Pahang,,
06/04/2021,Pahang,11,3,327,660,,,15.6,115,4.6,1681634,0.998180091,326.4048899,0.047793402,0.131498471,0.000392475,,,,,,,,,,,,06/04/2021,6,11,5,6,Pahang,,
07/04/2021,Pahang,23,43,307,645,,,17.8,60,-5.2,1681611,0.998166439,306.4370968,0.058086962,0.045602606,0.000383561,,,,,,,,,,,,07/04/2021,6,23,18,5,Pahang,,
08/04/2021,Pahang,12,14,303,572,,,19.6,95,7.6,1681599,0.998159316,302.4422728,0.064805756,0.072607261,0.000340152,,,,,,,,,,,,08/04/2021,6,12,5,7,Pahang,,
09/04/2021,Pahang,19,22,300,1871,,,20,65,1,1681580,0.998148038,299.4444115,0.06679036,0.113333333,0.001112644,,,,,,,,,,,,09/04/2021,6,19,11,8,Pahang,,
10/04/2021,Pahang,13,34,279,1417,,,18.8,110,5.8,1681567,0.998140322,278.4811498,0.067509058,0.032258065,0.000842666,,,,,,,,,,,,10/04/2021,6,13,8,5,Pahang,,
11/04/2021,Pahang,22,9,292,2911,,,23,160,1,1681545,0.998127263,291.4531608,0.07891491,0.023972603,0.001731146,,,,,,,,,,,,11/04/2021,6,22,12,10,Pahang,,
12/04/2021,Pahang,32,7,317,261,,,28,70,-4,1681513,0.998108269,316.4003211,0.088495485,0.050473186,0.000155217,,,,,,,,,,,,12/04/2021,6,32,15,17,Pahang,,
13/04/2021,Pahang,14,16,315,151,,,25.6,65,11.6,1681499,0.998099958,314.4014869,0.081424551,0.111111111,8.98008E-05,,,,,,,,,,,,13/04/2021,6,14,6,8,Pahang,,
14/04/2021,Pahang,13,35,293,13,,,25.8,170,12.8,1681486,0.998092242,292.4410269,0.088222915,0.068259386,7.73126E-06,,,,,,,,,,,,14/04/2021,6,13,5,8,Pahang,,
15/04/2021,Pahang,34,20,307,228,,,29.6,235,-4.4,1681452,0.99807206,306.4081225,0.096603183,0.166123779,0.000135597,,,,,,,,,,,,15/04/2021,6,34,13,21,Pahang,,
16/04/2021,Pahang,47,51,303,95,,,26.2,100,-20.8,1681405,0.998044162,302.4073811,0.086638097,0.095709571,5.65004E-05,,,,,,,,,,,,16/04/2021,6,47,14,33,Pahang,,
17/04/2021,Pahang,20,29,294,13,,,33,75,13,1681385,0.998032291,293.4214934,0.112466199,0.057823129,7.73172E-06,,,,,,,,,,,,17/04/2021,6,20,11,9,Pahang,,
18/04/2021,Pahang,15,17,292,3,,,34.8,160,19.8,1681370,0.998023387,291.422829,0.119414118,0.106164384,1.78426E-06,,,,,,,,,,,,18/04/2021,6,15,6,9,Pahang,,
19/04/2021,Pahang,32,31,293,4,,,39.6,85,7.6,1681338,0.998004392,292.415287,0.135423836,0.081911263,2.37906E-06,,,,,,,,,,,,19/04/2021,6,32,12,20,Pahang,,
20/04/2021,Pahang,17,24,286,31,,,37.6,405,20.6,1681321,0.997994302,285.4263703,0.131732748,0.045454545,1.84379E-05,,,,,,,,,,,,20/04/2021,6,17,7,10,Pahang,,
21/04/2021,Pahang,81,13,354,12,,,40.8,145,-40.2,1681240,0.997946222,353.2729625,0.115491431,0.056497175,7.13759E-06,,,,,,,,,,,,21/04/2021,6,81,46,35,Pahang,,
22/04/2021,Pahang,29,20,363,234,,,31.4,195,2.4,1681211,0.997929008,362.24823,0.086680893,0.008264463,0.000139185,,,,,,,,,,,,22/04/2021,6,29,13,16,Pahang,,
23/04/2021,Pahang,39,3,399,152,,,32.6,110,-6.4,1681172,0.997905859,398.1644376,0.08187572,0.07518797,9.04131E-05,,,,,,,,,,,,23/04/2021,6,39,16,23,Pahang,,
24/04/2021,Pahang,22,30,391,0,,,27.8,165,5.8,1681150,0.9978928,390.1760848,0.071249882,0.017902813,0,,,,,,,,,,,,24/04/2021,6,22,9,13,Pahang,,
25/04/2021,Pahang,33,7,416,571,,,41.8,170,8.8,1681117,0.997873212,415.1152561,0.100694926,0.103365385,0.000339655,,,,,,,,,,,,25/04/2021,6,33,14,19,Pahang,,
26/04/2021,Pahang,34,43,407,91,,,46,175,12,1681083,0.99785303,406.1261833,0.11326529,0.036855037,5.41318E-05,,,,,,,,,,,,26/04/2021,6,34,14,20,Pahang,,
27/04/2021,Pahang,35,15,427,95,,,48.6,75,13.6,1681048,0.997832255,426.0743729,0.114064593,0.081967213,5.65124E-05,,,,,,,,,,,,27/04/2021,6,35,13,22,Pahang,,
28/04/2021,Pahang,15,35,407,385,,,50.6,460,35.6,1681033,0.997823351,406.114104,0.124595525,0.007371007,0.000229026,,,,,,,,,,,,28/04/2021,6,15,8,7,Pahang,,
29/04/2021,Pahang,92,3,496,0,,,58.6,270,-33.4,1680941,0.997768742,494.8932961,0.118409363,0.086693548,0,,,,,,,,,,,,29/04/2021,6,92,54,38,Pahang,,
30/04/2021,Pahang,54,43,507,429,,,48.4,235,-5.6,1680887,0.997736689,505.8525013,0.095680065,0.067061144,0.000255222,,,,,,,,,,,,30/04/2021,6,54,22,32,Pahang,,
01/05/2021,Pahang,47,34,520,419,,,47.4,225,0.4,1680840,0.997708791,518.8085713,0.091363178,0.053846154,0.00024928,,,,,,,,,,,,01/05/2021,6,47,18,29,Pahang,,
02/05/2021,Pahang,45,28,536,0,,,57.4,275,12.4,1680795,0.99768208,534.7575948,0.107338354,0.024253731,0,,,,,,,,,,,,02/05/2021,6,45,13,32,Pahang,,
03/05/2021,Pahang,55,13,578,1363,,,64,205,9,1680740,0.997649433,576.6413724,0.110987527,0.032871972,0.000810952,,,,,,,,,,,,03/05/2021,6,55,34,21,Pahang,,
04/05/2021,Pahang,41,19,600,1403,,,72.8,245,31.8,1680699,0.997625096,598.5750579,0.121622174,0.12,0.000834772,,,,,,,,,,,,04/05/2021,6,41,14,27,Pahang,,
05/05/2021,Pahang,49,72,577,853,,,84.6,485,35.6,1680650,0.997596011,575.6128984,0.146973774,0.048526863,0.000507542,,,,,,,,,,,,05/05/2021,6,49,26,23,Pahang,,
06/05/2021,Pahang,97,28,646,1049,,,90.2,390,-6.8,1680553,0.997538434,644.4098285,0.139973036,0.066563467,0.000624199,,,,,,,,,,,,06/05/2021,6,97,27,70,Pahang,,
07/05/2021,Pahang,78,43,679,1436,,,87.8,495,9.8,1680475,0.997492135,677.2971597,0.129632907,0.027982327,0.00085452,,,,,,,,,,,,07/05/2021,6,78,29,49,Pahang,,
08/05/2021,Pahang,99,19,756,2075,,,84.8,500,-14.2,1680376,0.997433371,754.0596284,0.11245795,0.042328042,0.001234843,,,,,,,,,,,,08/05/2021,6,99,51,48,Pahang,,
09/05/2021,Pahang,100,32,823,1,,,76.2,385,-23.8,1680276,0.997374013,820.8388128,0.092831868,0.032806804,5.9514E-07,,,,,,,,,,,,09/05/2021,6,100,37,63,Pahang,,
10/05/2021,Pahang,77,27,873,1778,,,91.8,425,14.8,1680199,0.997328308,870.6676126,0.105436333,0.037800687,0.001058208,,,,,,,,,,,,10/05/2021,6,77,31,46,Pahang,,
11/05/2021,Pahang,85,33,922,1928,,,99.6,315,14.6,1680114,0.997277854,919.490181,0.108320896,0.017353579,0.001147541,,,,,,,,,,,,11/05/2021,6,85,37,48,Pahang,,
12/05/2021,Pahang,63,16,969,1829,,,114.4,280,51.4,1680051,0.997240458,966.326004,0.118386548,0.090815273,0.001088657,,,,,,,,,,,,12/05/2021,6,63,28,35,Pahang,,
13/05/2021,Pahang,56,88,937,0,,,129.6,890,73.6,1679995,0.997207218,934.3831632,0.138701129,0.056563501,0,,,,,,,,,,,,13/05/2021,6,56,24,32,Pahang,,
14/05/2021,Pahang,178,53,1062,4,,,148.8,580,-29.2,1679817,0.997101561,1058.921858,0.140520284,0.044256121,2.38121E-06,,,,,,,,,,,,14/05/2021,6,178,96,82,Pahang,,
15/05/2021,Pahang,116,47,1130,0,,,143.2,795,27.2,1679701,0.997032706,1126.646958,0.127102815,0.043362832,0,,,,,,,,,,,,15/05/2021,6,116,65,51,Pahang,,
16/05/2021,Pahang,159,49,1240,1,,,151.4,695,-7.6,1679542,0.996938327,1236.203526,0.122471743,0.046774194,5.954E-07,,,,,,,,,,,,16/05/2021,6,159,99,60,Pahang,,
17/05/2021,Pahang,139,58,1319,3525,,,151.8,760,12.8,1679403,0.99685582,1314.852827,0.115450183,0.029567854,0.00209896,,,,,,,,,,,,17/05/2021,6,139,83,56,Pahang,,
18/05/2021,Pahang,152,39,1430,2727,,,169.4,750,17.4,1679251,0.996765596,1425.374803,0.118845934,0.037062937,0.001623938,,,,,,,,,,,,18/05/2021,6,152,99,53,Pahang,,
19/05/2021,Pahang,150,53,1527,2847,,,191.6,785,41.6,1679101,0.99667656,1521.925107,0.125893186,0.064833006,0.00169555,,,,,,,,,,,,19/05/2021,6,150,64,86,Pahang,,
20/05/2021,Pahang,157,99,1582,324,,,213,805,56,1678944,0.996583368,1576.594888,0.135101288,0.048040455,0.000192978,,,,,,,,,,,,20/05/2021,6,157,69,88,Pahang,,
21/05/2021,Pahang,161,76,1667,2041,,,223.8,1135,62.8,1678783,0.996487802,1661.145166,0.134726335,0.062987403,0.001215762,,,,,,,,,,,,21/05/2021,6,161,63,98,Pahang,,
22/05/2021,Pahang,227,105,1788,0,,,225.8,1315,-1.2,1678556,0.99635306,1781.479271,0.126748598,0.048098434,0,,,,,,,,,,,,22/05/2021,6,227,141,86,Pahang,,
23/05/2021,Pahang,263,86,1963,0,,,228,1285,-35,1678293,0.996196949,1955.534611,0.116592158,0.036169129,0,,,,,,,,,,,,23/05/2021,6,263,141,122,Pahang,,
24/05/2021,Pahang,257,71,2147,1036,,,226.2,1055,-30.8,1678036,0.9960444,2138.507326,0.105774714,0.052165813,0.000617388,,,,,,,,,,,,24/05/2021,6,257,148,109,Pahang,,
25/05/2021,Pahang,211,112,2246,2360,,,218,855,7,1677825,0.995919155,2236.834422,0.097459158,0.028940338,0.001406583,,,,,,,,,,,,25/05/2021,6,211,105,106,Pahang,,
26/05/2021,Pahang,171,65,2350,19,,,223.6,1190,52.6,1677654,0.995817653,2340.171485,0.095548553,0.024255319,1.13253E-05,,,,,,,,,,,,26/05/2021,6,171,97,74,Pahang,,
27/05/2021,Pahang,238,57,2530,5947,,,233.2,1270,-4.8,1677416,0.995676382,2519.061245,0.092574168,0.066007905,0.003545334,,,,,,,,,,,,27/05/2021,6,238,131,107,Pahang,,
28/05/2021,Pahang,254,167,2614,2586,,,223.6,1080,-30.4,1677162,0.995525613,2602.303952,0.08592386,0.051644989,0.00154189,,,,,,,,,,,,28/05/2021,6,254,128,126,Pahang,,
29/05/2021,Pahang,216,135,2695,30,,,220.2,1195,4.2,1676946,0.9953974,2682.595993,0.082084667,0.060111317,1.78897E-05,,,,,,,,,,,,29/05/2021,6,216,106,110,Pahang,,
30/05/2021,Pahang,239,162,2770,49,,,204,1095,-35,1676707,0.995255535,2756.857832,0.073997287,0.004693141,2.92239E-05,,,,,,,,,,,,30/05/2021,6,239,144,95,Pahang,,
31/05/2021,Pahang,219,13,2975,3491,,,185.4,950,-33.6,1676488,0.995125542,2960.498486,0.062624589,0.092436975,0.002082329,,,,,,,,,,,,31/05/2021,6,219,130,89,Pahang,,
01/06/2021,Pahang,190,275,2887,3004,,,198.8,1185,8.8,1676298,0.995012762,2872.601844,0.069205553,0.051264288,0.001792044,,,,,,,,,,,,01/06/2021,6,190,112,78,Pahang,,
02/06/2021,Pahang,237,148,2974,809,,,191.8,675,-45.2,1676061,0.994872084,2958.749578,0.064824682,0.050437122,0.000482679,,,,,,,,,,,,02/06/2021,6,237,167,70,Pahang,,
03/06/2021,Pahang,135,150,2956,74,,,164.2,730,29.2,1675926,0.994791951,2940.605007,0.055838849,0.058525034,4.41547E-05,,,,,,,,,,,,03/06/2021,6,135,100,35,Pahang,,
04/06/2021,Pahang,146,173,2927,92,,,168.6,1430,22.6,1675780,0.994705289,2911.50238,0.057908247,0.077895456,5.48998E-05,,,,,,,,,,,,04/06/2021,6,146,71,75,Pahang,,
05/06/2021,Pahang,286,228,2983,17,,,185.8,775,-100.2,1675494,0.994535526,2966.699473,0.062628521,0.080455917,1.01463E-05,,,,,,,,,,,,05/06/2021,6,286,202,84,Pahang,,
06/06/2021,Pahang,155,240,2896,3,,,151,495,-4,1675339,0.994443521,2879.908437,0.052432223,0.089779006,1.79068E-06,,,,,,,,,,,,06/06/2021,6,155,96,59,Pahang,,
07/06/2021,Pahang,99,260,2735,0,,,137.8,785,38.8,1675240,0.994384757,2719.64231,0.050668428,0.080073126,0,,,,,,,,,,,,07/06/2021,6,99,51,48,Pahang,,
08/06/2021,Pahang,157,219,2671,1326,,,142.2,1160,-14.8,1675083,0.994291565,2655.752771,0.053544141,0.063646574,0.000791603,,,,,,,,,,,,08/06/2021,6,157,96,61,Pahang,,
09/06/2021,Pahang,232,170,2729,2059,,,126.4,560,-105.6,1674851,0.994153855,2713.045871,0.046589702,0.105166728,0.001229363,,,,,,,,,,,,09/06/2021,6,232,134,98,Pahang,,
10/06/2021,Pahang,112,287,2551,2744,,,92.2,445,-19.8,1674739,0.994087375,2535.916893,0.036357658,0.106624853,0.001638464,,,,,,,,,,,,10/06/2021,6,112,62,50,Pahang,,
11/06/2021,Pahang,89,272,2364,2336,,,76.2,605,-12.8,1674650,0.994034546,2349.897667,0.032426944,0.090101523,0.001394918,,,,,,,,,,,,11/06/2021,6,89,47,42,Pahang,,
12/06/2021,Pahang,121,213,2268,4366,,,69.8,390,-51.2,1674529,0.993962723,2254.307457,0.030962946,0.147707231,0.0026073,,,,,,,,,,,,12/06/2021,6,121,77,44,Pahang,,
13/06/2021,Pahang,78,335,2010,76,,,56.4,305,-21.6,1674451,0.993916424,1997.772013,0.02823145,0.1,4.5388E-05,,,,,,,,,,,,13/06/2021,6,78,56,22,Pahang,,
14/06/2021,Pahang,61,201,1867,3431,,,56.6,160,-4.4,1674390,0.993880216,1855.574363,0.030502685,0.127477236,0.002049104,,,,,,,,,,,,14/06/2021,6,61,23,38,Pahang,,
15/06/2021,Pahang,32,238,1660,1654,,,55.6,285,23.6,1674358,0.993861222,1649.809628,0.033700858,0.238554217,0.000987841,,,,,,,,,,,,15/06/2021,6,32,9,23,Pahang,,
16/06/2021,Pahang,57,396,1317,88,,,64.6,270,7.6,1674301,0.993827388,1308.87067,0.049355526,0.10022779,5.25592E-05,,,,,,,,,,,,16/06/2021,6,57,32,25,Pahang,,
17/06/2021,Pahang,54,132,1238,384,,,63.2,395,9.2,1674247,0.993795334,1230.318624,0.051368807,0.117932149,0.000229357,,,,,,,,,,,,17/06/2021,6,54,13,41,Pahang,,
18/06/2021,Pahang,79,146,1169,401,,,78.6,280,-0.4,1674168,0.993748442,1161.691929,0.067659935,0.181351583,0.000239522,,,,,,,,,,,,18/06/2021,6,79,42,37,Pahang,,
19/06/2021,Pahang,56,212,1012,1212,,,111.8,385,55.8,1674112,0.993715202,1005.639784,0.111173008,0.181818182,0.000723966,,,,,,,,,,,,19/06/2021,6,56,31,25,Pahang,,
20/06/2021,Pahang,77,184,904,18,,,133,250,56,1674035,0.993669496,898.2772244,0.148061196,0.184734513,1.07525E-05,,,,,,,,,,,,20/06/2021,6,77,31,46,Pahang,,
21/06/2021,Pahang,50,167,786,1473,,,145.4,655,95.4,1673985,0.993639817,781.0008963,0.186171361,0.162849873,0.000879936,,,,,,,,,,,,21/06/2021,6,50,21,29,Pahang,,
22/06/2021,Pahang,131,128,787,1847,,,179.4,1225,48.4,1673854,0.993562059,781.9333401,0.229431322,0.106734435,0.001103442,,,,,,,,,,,,22/06/2021,6,131,73,58,Pahang,,
23/06/2021,Pahang,245,84,946,4189,,,176.8,810,-68.2,1673609,0.993416632,939.7721339,0.188130711,0.089852008,0.002502974,,,,,,,,,,,,23/06/2021,6,245,136,109,Pahang,,
24/06/2021,Pahang,162,85,1021,5881,,,150,695,-12,1673447,0.993320472,1014.180202,0.14790271,0.069539667,0.003514303,,,,,,,,,,,,24/06/2021,6,162,39,123,Pahang,,
25/06/2021,Pahang,139,71,1086,4046,,,167.6,1100,28.6,1673308,0.993237965,1078.65643,0.155378483,0.02946593,0.002417965,,,,,,,,,,,,25/06/2021,6,139,53,86,Pahang,,
26/06/2021,Pahang,220,32,1272,1857,,,181.8,590,-38.2,1673088,0.993107378,1263.232585,0.14391649,0.024371069,0.001109924,,,,,,,,,,,,26/06/2021,6,220,124,96,Pahang,,
27/06/2021,Pahang,118,31,1359,4034,,,176.8,555,58.8,1672970,0.993037336,1349.53774,0.131007822,0.002943341,0.002411281,,,,,,,,,,,,27/06/2021,6,118,63,55,Pahang,,
28/06/2021,Pahang,111,4,1463,170,,,219,1250,108,1672859,0.992971449,1452.71723,0.150751981,0.008202324,0.000101622,,,,,,,,,,,,28/06/2021,6,111,42,69,Pahang,,
29/06/2021,Pahang,250,12,1698,5200,,,236.8,1050,-13.2,1672609,0.992823055,1685.813547,0.140466305,0.041813899,0.003108915,,,,,,,,,,,,29/06/2021,6,250,126,124,Pahang,,
30/06/2021,Pahang,210,71,1836,5961,,,205.8,975,-4.2,1672399,0.992698403,1822.594268,0.11291597,0.010348584,0.003564341,,,,,,,,,,,,30/06/2021,6,210,97,113,Pahang,,
01/07/2021,Pahang,195,19,2007,4880,,,226.2,1645,31.2,1672204,0.992582656,1992.11339,0.113547753,0.033881415,0.002918304,,,,,,,,,,,,01/07/2021,6,195,63,132,Pahang,,
02/07/2021,Pahang,329,68,2263,3629,,,223.2,1000,-105.8,1671875,0.992387369,2245.772615,0.099386732,0.03402563,0.002170617,,,,,,,,,,,,02/07/2021,6,329,185,144,Pahang,,
03/07/2021,Pahang,200,77,2383,1322,,,209,475,9,1671675,0.992268653,2364.576201,0.088387932,0.041544272,0.000790824,,,,,,,,,,,,03/07/2021,6,200,76,124,Pahang,,
04/07/2021,Pahang,95,99,2375,1389,,,199.4,1560,104.4,1671580,0.992212263,2356.504125,0.084616869,0.068210526,0.00083095,,,,,,,,,,,,04/07/2021,6,95,56,39,Pahang,,
05/07/2021,Pahang,312,162,2522,3029,,,223.2,900,-88.8,1671268,0.992027067,2501.892263,0.089212475,0.044409199,0.001812396,,,,,,,,,,,,05/07/2021,6,312,172,140,Pahang,,
06/07/2021,Pahang,180,112,2588,5993,,,210.2,1290,30.2,1671088,0.991920223,2567.089538,0.081882613,0.056027821,0.003586286,,,,,,,,,,,,06/07/2021,6,180,122,58,Pahang,,
07/07/2021,Pahang,258,145,2700,5181,,,234.2,760,-23.8,1670830,0.99176708,2677.771117,0.087460798,0.043333333,0.003100854,,,,,,,,,,,,07/07/2021,6,258,127,131,Pahang,,
08/07/2021,Pahang,152,117,2729,3410,,,245.4,1070,93.4,1670678,0.991676856,2706.286141,0.090677773,0.066324661,0.002041088,,,,,,,,,,,,08/07/2021,6,152,102,50,Pahang,,
09/07/2021,Pahang,214,181,2757,3423,,,279.2,1235,65.2,1670464,0.991549831,2733.702884,0.102132533,0.081973159,0.002049131,,,,,,,,,,,,09/07/2021,6,214,123,91,Pahang,,
10/07/2021,Pahang,247,226,2776,455,,,316.4,1500,69.4,1670217,0.991403217,2752.135331,0.114965277,0.037824207,0.00027242,,,,,,,,,,,,10/07/2021,6,247,107,140,Pahang,,
11/07/2021,Pahang,300,105,2962,804,,,311.4,1570,11.4,1669917,0.991225144,2936.008876,0.10606235,0.043214045,0.000481461,,,,,,,,,,,,11/07/2021,6,300,146,154,Pahang,,
12/07/2021,Pahang,314,128,3143,6151,,,327.8,1605,13.8,1669603,0.991038761,3114.834825,0.105238325,0.104358893,0.003684109,,,,,,,,,,,,12/07/2021,6,314,157,157,Pahang,,
13/07/2021,Pahang,321,328,3135,7085,,,328.4,2000,7.4,1669282,0.990848222,3106.309177,0.10572032,0.109409888,0.00424434,,,,,,,,,,,,13/07/2021,6,321,195,126,Pahang,,
14/07/2021,Pahang,400,343,3187,5013,,,338,1110,-62,1668882,0.990610791,3157.076592,0.107061071,0.069030436,0.003003807,,,,,,,,,,,,14/07/2021,6,400,214,186,Pahang,,
15/07/2021,Pahang,222,220,3184,3736,,,353,1910,131,1668660,0.990479017,3153.68519,0.111932542,0.114949749,0.002238922,,,,,,,,,,,,15/07/2021,6,222,80,142,Pahang,,
16/07/2021,Pahang,382,366,3195,3683,,,366.2,1585,-15.8,1668278,0.99025227,3163.856004,0.115744838,0.069796557,0.002207666,,,,,,,,,,,,16/07/2021,6,382,167,215,Pahang,,
17/07/2021,Pahang,317,223,3281,3049,,,410.4,1845,93.4,1667961,0.990064106,3248.400333,0.126339108,0.059128315,0.00182798,,,,,,,,,,,,17/07/2021,6,317,116,201,Pahang,,
18/07/2021,Pahang,369,194,3454,210,,,399.2,2375,30.2,1667592,0.989845076,3418.924893,0.116761851,0.072379849,0.00012593,,,,,,,,,,,,18/07/2021,6,369,217,152,Pahang,,
19/07/2021,Pahang,475,250,3673,7001,,,416.8,1440,-58.2,1667117,0.989563127,3634.665365,0.114673555,0.062346855,0.004199465,,,,,,,,,,,,19/07/2021,6,475,278,197,Pahang,,
20/07/2021,Pahang,288,229,3723,540,,,403,3015,115,1666829,0.989392177,3683.507074,0.109406604,0.088906796,0.000323968,,,,,,,,,,,,20/07/2021,6,288,109,179,Pahang,,
21/07/2021,Pahang,603,331,3989,6732,,,430.2,1305,-172.8,1666226,0.989034249,3945.257621,0.109042309,0.098270243,0.004040268,,,,,,,,,,,,21/07/2021,6,603,299,304,Pahang,,
22/07/2021,Pahang,261,392,3852,4371,,,386.8,2285,125.8,1665965,0.988879326,3809.163163,0.101544613,0.059709242,0.002623705,,,,,,,,,,,,22/07/2021,6,261,118,143,Pahang,,
23/07/2021,Pahang,457,230,4066,3179,,,415.2,2030,-41.8,1665508,0.988608061,4019.680375,0.103291795,0.047466798,0.001908727,,,,,,,,,,,,23/07/2021,6,457,159,298,Pahang,,
24/07/2021,Pahang,406,193,4271,4512,,,409.6,2120,3.6,1665102,0.988367068,4221.315749,0.097031358,0.046359166,0.002709744,,,,,,,,,,,,24/07/2021,6,406,145,261,Pahang,,
25/07/2021,Pahang,424,198,4494,412,,,456,1930,32,1664678,0.988115391,4440.590569,0.102689044,0.076546506,0.000247495,,,,,,,,,,,,25/07/2021,6,424,230,194,Pahang,,
26/07/2021,Pahang,386,344,4532,6460,,,479.2,2015,93.2,1664292,0.987886271,4477.100578,0.107033557,0.087157988,0.00388153,,,,,,,,,,,,26/07/2021,6,386,113,273,Pahang,,
27/07/2021,Pahang,403,395,4537,5368,,,532.6,2145,129.6,1663889,0.987647059,4480.954706,0.118858599,0.034604364,0.003226177,,,,,,,,,,,,27/07/2021,6,403,166,237,Pahang,,
28/07/2021,Pahang,429,157,4805,7263,,,587.2,3190,158.2,1663460,0.987392414,4744.42055,0.123766431,0.014776275,0.004366201,,,,,,,,,,,,28/07/2021,6,429,130,299,Pahang,,
29/07/2021,Pahang,638,71,5367,9588,,,596.4,2700,-41.6,1662822,0.987013712,5297.30259,0.112585602,0.04620831,0.005766101,,,,,,,,,,,,29/07/2021,6,638,343,295,Pahang,,
